job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1701,Simpson Group,Retail,AI Researcher,"TensorFlow, NumPy, FastAPI",Entry,Remote,"Arnoldmouth, NE",62811-122081,2025-02-14,Startup,"BigQuery, LangChain, MLflow"
1702,"Klein, Ward and Cooper",Retail,Data Scientist,"Reinforcement Learning, GCP, TensorFlow",Senior,Full-time,"Huntville, HN",136329-162722,2024-11-30,Large,"Scikit-learn, MLflow, LangChain"
1703,Horton-Collins,E-commerce,Data Scientist,"Azure, Excel, Power BI, SQL",Senior,Internship,"Georgemouth, UZ",103453-183004,2024-11-26,Large,Scikit-learn
1704,"Johnson, Oconnell and Williams",Finance,AI Product Manager,"PyTorch, TensorFlow, SQL, LangChain, CUDA",Mid,Remote,"Lake Bradley, AU",72972-126528,2025-02-07,Large,"FastAPI, Scikit-learn"
1705,"Powers, Lewis and Stewart",E-commerce,NLP Engineer,"Flask, Azure, R",Senior,Full-time,"Andrewview, NA",82976-173654,2023-10-22,Large,PyTorch
1706,"Foley, Green and Farley",E-commerce,Data Analyst,"Power BI, GCP, Hugging Face",Entry,Remote,"Port Ashlee, LI",131943-173682,2023-10-02,Startup,"Scikit-learn, BigQuery"
1707,Smith-Fernandez,Tech,AI Product Manager,"Excel, Hugging Face, R",Entry,Contract,"South Ruthview, CI",82505-101984,2025-08-05,Mid,"FastAPI, Scikit-learn, MLflow"
1708,"Smith, Tapia and Jones",Education,Quant Researcher,"NumPy, Power BI, LangChain, C++, Keras, SQL",Mid,Contract,"East Martin, GB",68140-81958,2024-03-24,Mid,KDB+
1709,Sanchez Ltd,Retail,AI Product Manager,"SQL, LangChain, AWS, NumPy, Azure",Senior,Internship,"Port Anna, PG",96190-108045,2024-08-15,Startup,"Scikit-learn, BigQuery, MLflow"
1710,Floyd Ltd,Healthcare,Computer Vision Engineer,"Python, C++, NumPy, Reinforcement Learning, GCP",Mid,Internship,"Clarkefort, MD",99962-156102,2023-09-26,Large,"MLflow, TensorFlow"
1711,Clark-Holloway,Tech,Data Analyst,"Python, Reinforcement Learning, CUDA",Senior,Internship,"Karenland, AL",83481-108793,2023-12-21,Mid,"Scikit-learn, TensorFlow"
1712,Johnson Ltd,E-commerce,ML Engineer,"TensorFlow, Azure, LangChain, Flask, Excel",Mid,Contract,"Sosaview, CI",64006-146071,2024-01-21,Startup,Scikit-learn
1713,Fox-Cochran,Finance,ML Engineer,"Azure, SQL, Reinforcement Learning, PyTorch, Hugging Face",Mid,Full-time,"South Marymouth, UG",139090-189499,2025-01-16,Startup,"LangChain, PyTorch"
1714,"Villarreal, Ellis and Crane",Education,NLP Engineer,"Flask, CUDA, FastAPI, Pandas, Excel",Mid,Full-time,"New Williamshire, LI",128590-227043,2025-04-12,Mid,"TensorFlow, BigQuery"
1715,"Fox, Davis and Houston",Finance,Quant Researcher,"C++, GCP, LangChain, PyTorch, FastAPI",Senior,Remote,"Gregoryborough, TN",134084-221937,2024-03-16,Large,"Scikit-learn, TensorFlow, KDB+"
1716,Nash-Perry,Tech,AI Researcher,"C++, PyTorch, Power BI",Entry,Full-time,"Thomasberg, MZ",115909-139125,2025-01-06,Mid,MLflow
1717,Murphy and Sons,Healthcare,AI Researcher,"Python, Reinforcement Learning, CUDA, Flask, Excel",Senior,Internship,"West Vernon, LA",149070-195129,2025-07-16,Startup,BigQuery
1718,Bailey Inc,Tech,Quant Researcher,"R, C++, Hugging Face, Scikit-learn, Python, LangChain",Senior,Full-time,"Johnsonburgh, HR",97778-137738,2024-09-03,Large,MLflow
1719,Wright PLC,E-commerce,NLP Engineer,"FastAPI, NumPy, LangChain, Scikit-learn, Power BI",Senior,Internship,"South James, JM",110485-197629,2023-10-07,Mid,"MLflow, PyTorch"
1720,Grimes-Cruz,Healthcare,Data Analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",145486-222351,2024-10-03,Large,"PyTorch, KDB+, LangChain"
1721,"Spence, Mcconnell and Fleming",Automotive,Data Analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",73608-161245,2024-11-06,Large,"FastAPI, LangChain, MLflow"
1722,Rush Inc,Finance,AI Researcher,"Python, Scikit-learn, Pandas",Mid,Full-time,"North Mary, BA",126809-151152,2025-02-24,Mid,TensorFlow
1723,Davis PLC,Automotive,Computer Vision Engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",64760-118946,2024-07-29,Mid,"BigQuery, LangChain"
1724,Beard Group,Retail,Data Scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",52280-123227,2025-06-19,Mid,"LangChain, KDB+, BigQuery"
1725,Johnson-Marshall,Healthcare,Data Analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",68612-166635,2025-06-08,Startup,"Scikit-learn, FastAPI"
1726,Adams and Sons,Retail,AI Product Manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",138615-197243,2023-10-17,Mid,KDB+
1727,"Baker, Lawson and Newton",E-commerce,AI Product Manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",121197-202610,2023-09-29,Startup,BigQuery
1728,Chandler Group,Tech,AI Product Manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",134410-177448,2023-09-27,Large,MLflow
1729,Hensley LLC,Healthcare,Quant Researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",80993-138061,2023-11-28,Mid,KDB+
1730,"Burke, Mitchell and Wright",Education,NLP Engineer,"Power BI, Hugging Face, Keras",Mid,Internship,"Flemingmouth, TM",77685-142876,2024-09-29,Large,"LangChain, TensorFlow, MLflow"
1731,Hernandez Ltd,Retail,AI Product Manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",125294-146737,2024-08-29,Startup,"BigQuery, PyTorch"
1732,Meadows and Sons,Healthcare,Data Analyst,"Pandas, Power BI, MLflow, Python, AWS",Senior,Internship,"New Michaelland, IR",127211-147416,2025-03-20,Startup,"MLflow, KDB+"
1733,Barr PLC,Healthcare,ML Engineer,"TensorFlow, LangChain, AWS",Senior,Full-time,"New Chaseberg, PK",122827-192222,2024-05-27,Startup,"TensorFlow, KDB+, FastAPI"
1734,Marshall Inc,Healthcare,Data Scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",76718-113040,2023-11-07,Mid,"FastAPI, PyTorch, TensorFlow"
1735,"Steele, Sherman and Liu",E-commerce,Data Scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",69019-161590,2025-05-15,Large,"BigQuery, FastAPI, PyTorch"
1736,"Crane, Johnson and Robinson",Automotive,AI Product Manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",118645-155704,2025-03-03,Startup,"KDB+, FastAPI, MLflow"
1737,Ferguson PLC,Automotive,Quant Researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",92698-140658,2024-03-21,Large,"FastAPI, LangChain"
1738,Marshall Group,Healthcare,Data Analyst,"Pandas, Power BI, SQL",Senior,Remote,"Zacharyside, PG",136382-182715,2025-02-14,Startup,"KDB+, LangChain"
1739,"Williams, Brown and Howard",Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",149696-227014,2024-08-22,Large,"LangChain, FastAPI, TensorFlow"
1740,"Miller, Waters and Clark",Education,ML Engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",71669-113847,2023-12-21,Mid,"Scikit-learn, BigQuery, KDB+"
1741,Montgomery Inc,Healthcare,Data Analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",119078-145795,2024-03-15,Large,"KDB+, FastAPI, PyTorch"
1742,Middleton and Sons,Healthcare,Data Scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Senior,Full-time,"Lake Melissa, LY",126591-151914,2023-12-14,Mid,"BigQuery, MLflow"
1743,Allen Ltd,Tech,Quant Researcher,"LangChain, SQL, PyTorch, Excel",Mid,Internship,"Cantrellmouth, AE",121727-184486,2024-09-21,Mid,KDB+
1744,Scott-Norris,Finance,NLP Engineer,"Python, MLflow, PyTorch, FastAPI",Senior,Full-time,"Lauramouth, FR",90376-118923,2025-02-13,Startup,"TensorFlow, FastAPI, KDB+"
1745,Ramos Ltd,Retail,Computer Vision Engineer,"Scikit-learn, Flask, PyTorch, SQL",Senior,Remote,"West Tyler, CN",132851-157092,2023-09-26,Large,"BigQuery, TensorFlow"
1746,Daniel-Williams,Tech,AI Researcher,"Keras, Pandas, AWS, SQL",Mid,Full-time,"West Raymondshire, SK",134738-212228,2025-07-22,Mid,BigQuery
1747,Lowery-Henry,Healthcare,AI Researcher,"NumPy, Scikit-learn, SQL, LangChain, C++",Senior,Internship,"Jacobschester, KH",107785-120214,2024-04-03,Startup,"Scikit-learn, LangChain"
1748,"Gutierrez, Salazar and Rowe",Tech,Data Analyst,"MLflow, Keras, CUDA, FastAPI, Flask",Mid,Remote,"West Scott, ER",125072-185338,2023-12-07,Large,TensorFlow
1749,Parker Ltd,E-commerce,Data Analyst,"Pandas, R, AWS, TensorFlow, NumPy, Reinforcement Learning",Mid,Internship,"West Amandafort, AR",117423-185384,2024-09-22,Startup,"FastAPI, TensorFlow"
1750,"Montes, Graham and Leach",Healthcare,Data Scientist,"LangChain, Power BI, Azure, C++, Scikit-learn, TensorFlow",Entry,Contract,"Lake Michelle, CH",82983-154304,2025-02-04,Startup,"Scikit-learn, BigQuery"
1751,"King, Stevens and Schmidt",Education,ML Engineer,"Power BI, LangChain, Python, Reinforcement Learning, TensorFlow, PyTorch",Senior,Internship,"Donnaton, AD",44946-127238,2024-06-04,Large,"Scikit-learn, MLflow"
1752,Barron-Zuniga,Tech,Data Analyst,"GCP, Keras, Flask",Senior,Remote,"Stevenstad, SD",138174-196751,2025-03-25,Large,KDB+
1753,"Caldwell, Silva and Edwards",Tech,NLP Engineer,"SQL, Flask, Azure, LangChain",Entry,Internship,"Lake Keith, RO",141056-174505,2024-12-12,Mid,Scikit-learn
1754,Bell and Sons,Retail,NLP Engineer,"SQL, Python, C++, MLflow, CUDA",Mid,Full-time,"Lake Kathy, HR",56727-128729,2023-12-14,Startup,PyTorch
1755,Lee Inc,E-commerce,AI Researcher,"TensorFlow, PyTorch, LangChain",Mid,Internship,"Allenchester, NI",118148-188104,2025-04-23,Startup,KDB+
1756,Schroeder Group,Education,AI Researcher,"C++, TensorFlow, AWS",Entry,Contract,"East Kevinfurt, CY",139066-166070,2024-04-26,Large,"PyTorch, MLflow"
1757,Fields PLC,Automotive,Data Scientist,"FastAPI, Excel, Pandas",Mid,Full-time,"South Bethhaven, BT",108653-184973,2024-10-24,Large,"Scikit-learn, TensorFlow"
1758,"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,"FastAPI, PyTorch, Excel, SQL",Entry,Internship,"Lake Nicoleberg, FM",89361-142061,2024-03-10,Mid,PyTorch
1759,Robertson and Sons,Healthcare,ML Engineer,"GCP, PyTorch, Power BI, TensorFlow",Entry,Contract,"East Christine, BW",63877-154660,2025-07-24,Large,"TensorFlow, MLflow"
1760,"Harrison, Marquez and Bailey",Healthcare,Data Scientist,"PyTorch, GCP, Reinforcement Learning, Excel, C++",Senior,Contract,"Nunezmouth, UY",126539-221782,2024-12-31,Startup,"MLflow, TensorFlow, BigQuery"
1761,Chen-Erickson,Finance,Data Scientist,"FastAPI, SQL, GCP, AWS",Senior,Internship,"Williamsmouth, GT",148786-200150,2024-12-06,Startup,"BigQuery, KDB+, PyTorch"
1762,Copeland-Mitchell,Finance,ML Engineer,"TensorFlow, Scikit-learn, Flask, NumPy, SQL, LangChain",Entry,Remote,"Bradleyport, AR",119811-192662,2024-08-13,Large,"Scikit-learn, PyTorch"
1763,"Marsh, Foster and Taylor",Retail,Quant Researcher,"NumPy, GCP, Flask, TensorFlow",Entry,Contract,"Kathyside, SK",81526-98544,2024-01-03,Large,LangChain
1764,Benson PLC,Healthcare,AI Product Manager,"TensorFlow, PyTorch, Pandas, Excel, Scikit-learn, MLflow",Senior,Contract,"West Angelastad, FJ",121033-138940,2025-05-08,Startup,"MLflow, KDB+"
1765,"Williams, Thomas and Mueller",Education,Data Analyst,"Flask, Keras, GCP, Python, R, C++",Mid,Internship,"New Stacybury, UZ",72934-95192,2024-07-29,Startup,PyTorch
1766,"Bartlett, Hodge and Jones",Tech,Quant Researcher,"Pandas, FastAPI, PyTorch, CUDA, Azure",Mid,Full-time,"Lake Jordan, GD",44039-63263,2024-02-01,Startup,"FastAPI, TensorFlow, KDB+"
1767,Baldwin LLC,Healthcare,AI Product Manager,"Keras, Azure, Excel, MLflow, FastAPI, Hugging Face",Entry,Remote,"Comptonstad, UA",46970-125252,2025-03-14,Mid,"Scikit-learn, BigQuery, FastAPI"
1768,Mcbride Inc,Tech,Computer Vision Engineer,"TensorFlow, SQL, NumPy, Flask, Scikit-learn, Hugging Face",Entry,Contract,"Lake Joshuabury, LB",118416-199499,2024-09-27,Mid,"BigQuery, Scikit-learn, PyTorch"
1769,Colon LLC,E-commerce,AI Product Manager,"Reinforcement Learning, Pandas, AWS, PyTorch, Azure, C++",Entry,Remote,"Lake Brian, ZM",65640-83693,2024-07-11,Startup,"LangChain, BigQuery, KDB+"
1770,"Ashley, Boone and Stein",Education,Computer Vision Engineer,"Hugging Face, FastAPI, GCP, Pandas, SQL",Mid,Contract,"Jasminville, SA",81177-94986,2024-05-31,Large,"Scikit-learn, LangChain"
1771,"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,"NumPy, Python, Excel",Mid,Internship,"Lake Edward, IE",103151-196428,2024-12-16,Startup,"BigQuery, MLflow, LangChain"
1772,Hodge-Fernandez,Automotive,Computer Vision Engineer,"Hugging Face, LangChain, Azure, C++",Entry,Internship,"New Alanville, BB",117069-178784,2023-12-08,Startup,"TensorFlow, FastAPI, PyTorch"
1773,"Roman, Moody and Larson",Education,Data Analyst,"CUDA, Hugging Face, GCP, FastAPI",Entry,Full-time,"Port Alisonville, AT",113673-155142,2024-05-29,Large,"BigQuery, TensorFlow, FastAPI"
1774,Waller-Buchanan,E-commerce,NLP Engineer,"MLflow, Python, Excel, NumPy, LangChain, Power BI",Senior,Full-time,"North Jonathan, MN",138749-165833,2025-01-21,Startup,"MLflow, LangChain, PyTorch"
1775,Lane-Vaughn,Finance,Quant Researcher,"Python, GCP, Power BI, MLflow",Entry,Remote,"Maryville, GQ",100978-164897,2025-01-09,Large,"BigQuery, TensorFlow, PyTorch"
1776,"Shaffer, Jones and Weaver",Automotive,Data Scientist,"GCP, AWS, Keras, Azure",Senior,Full-time,"Port Melissa, KE",108286-185587,2025-07-17,Mid,KDB+
1777,Wilkinson Ltd,Finance,AI Researcher,"GCP, Excel, PyTorch",Entry,Internship,"Port Sabrinaburgh, KI",56159-125898,2024-03-20,Startup,"Scikit-learn, PyTorch"
1778,Gomez PLC,Retail,Data Scientist,"NumPy, LangChain, FastAPI",Entry,Contract,"West Rhondabury, ES",77346-131068,2024-10-06,Startup,"LangChain, FastAPI"
1779,Gray-Thompson,Finance,Computer Vision Engineer,"CUDA, Azure, MLflow, NumPy",Mid,Remote,"Jenniferfurt, RW",50711-112317,2024-02-25,Mid,"FastAPI, Scikit-learn"
1780,"Rubio, Lutz and Sanders",E-commerce,AI Product Manager,"PyTorch, Reinforcement Learning, Excel",Entry,Remote,"Trevinobury, IL",105715-122718,2024-01-23,Large,"MLflow, Scikit-learn"
1781,Avila LLC,Retail,Data Scientist,"GCP, Excel, Scikit-learn, Azure",Mid,Full-time,"North Dominicmouth, MY",65347-115073,2024-05-08,Startup,"Scikit-learn, LangChain, MLflow"
1782,Phillips Inc,Education,NLP Engineer,"GCP, PyTorch, NumPy, FastAPI, Excel, Pandas",Senior,Internship,"Davidberg, SZ",119430-197885,2025-05-02,Mid,"MLflow, TensorFlow"
1783,"Page, Mccoy and Walsh",Healthcare,Data Scientist,"Python, Reinforcement Learning, Hugging Face",Mid,Remote,"Johnmouth, GT",148872-221944,2023-12-06,Mid,PyTorch
1784,Alvarado-Rhodes,E-commerce,Quant Researcher,"Azure, Flask, TensorFlow",Mid,Remote,"Danieltown, SB",59784-116141,2024-10-02,Mid,FastAPI
1785,Green-Fleming,Healthcare,AI Product Manager,"LangChain, CUDA, TensorFlow, Reinforcement Learning, Excel, Scikit-learn",Senior,Full-time,"East Timothybury, GT",100903-151186,2024-12-28,Startup,MLflow
1786,Miller-Walker,Education,Computer Vision Engineer,"Azure, Power BI, Flask",Mid,Full-time,"East Martha, WS",101903-111989,2023-12-30,Large,"BigQuery, MLflow, TensorFlow"
1787,"Thomas, Mccarthy and King",Retail,ML Engineer,"Azure, Reinforcement Learning, Flask, Scikit-learn",Entry,Contract,"New Christopherville, UY",147468-228501,2023-11-12,Mid,"BigQuery, MLflow, FastAPI"
1788,"Smith, King and Miller",Finance,Computer Vision Engineer,"Excel, Power BI, GCP, AWS, CUDA, C++",Senior,Full-time,"East Joanna, BY",127777-214097,2024-04-24,Mid,"Scikit-learn, TensorFlow"
1789,Mann PLC,Finance,AI Researcher,"LangChain, Power BI, Azure",Senior,Remote,"Schwartzport, LB",75757-96179,2024-08-03,Startup,"Scikit-learn, LangChain"
1790,"Ellis, Wilson and Ochoa",Tech,AI Researcher,"Flask, Scikit-learn, FastAPI, CUDA, Azure",Mid,Internship,"South Deborahfurt, PT",114948-190372,2024-10-08,Large,"BigQuery, LangChain"
1791,Quinn Ltd,Healthcare,Data Analyst,"Flask, SQL, Azure",Entry,Remote,"Kellychester, PW",77386-96514,2025-03-10,Mid,MLflow
1792,Ward PLC,Finance,Data Analyst,"Reinforcement Learning, Excel, Azure, Pandas, GCP, MLflow",Senior,Contract,"Tiffanyville, MD",69451-119444,2023-11-23,Mid,"LangChain, KDB+, Scikit-learn"
1793,Grant Group,Retail,Data Scientist,"R, PyTorch, FastAPI, Pandas, Reinforcement Learning, Scikit-learn",Senior,Contract,"Lake Ann, TO",104456-117390,2024-02-28,Mid,Scikit-learn
1794,Gomez and Sons,Retail,AI Researcher,"FastAPI, NumPy, PyTorch, Hugging Face, Flask",Senior,Remote,"Hollyside, NP",148709-198017,2025-08-30,Mid,"LangChain, MLflow"
1795,Wilson-Myers,Tech,AI Product Manager,"Hugging Face, NumPy, Flask",Mid,Internship,"Lake Jeffreymouth, AD",103079-119522,2025-05-08,Large,"Scikit-learn, FastAPI"
1796,Morton-Simpson,Finance,Data Scientist,"Flask, FastAPI, Scikit-learn, AWS, Reinforcement Learning, MLflow",Entry,Full-time,"Davidmouth, JP",113860-151781,2024-07-26,Large,"PyTorch, Scikit-learn"
1797,Nguyen LLC,E-commerce,Data Analyst,"R, Reinforcement Learning, MLflow, C++, Scikit-learn",Senior,Full-time,"South Nathan, NI",74945-103128,2024-12-14,Startup,"PyTorch, FastAPI"
1798,Combs Inc,Healthcare,ML Engineer,"C++, Flask, NumPy, LangChain, SQL",Senior,Full-time,"Susanshire, TL",92486-179935,2023-12-13,Large,"MLflow, Scikit-learn, KDB+"
1799,Ferguson and Sons,Healthcare,Data Scientist,"Power BI, Python, GCP, MLflow",Entry,Remote,"West Coryburgh, SL",106180-184308,2024-09-23,Large,"BigQuery, KDB+, MLflow"
1800,Cook Group,Automotive,AI Researcher,"Flask, Power BI, AWS, NumPy, CUDA, Azure",Mid,Remote,"East Rodney, DM",132233-160821,2024-06-09,Mid,"PyTorch, Scikit-learn"
1801,"White, Weber and Terry",Education,ML Engineer,"Power BI, CUDA, PyTorch, SQL, Excel, GCP",Senior,Internship,"Jessicabury, DE",91241-125804,2024-07-26,Startup,"TensorFlow, MLflow"
1802,Le-Brown,Finance,Computer Vision Engineer,"C++, Hugging Face, TensorFlow",Senior,Full-time,"Jonesmouth, GT",110000-185537,2024-04-27,Startup,"PyTorch, MLflow"
1803,"Boyd, Cochran and Golden",Education,ML Engineer,"Python, Excel, FastAPI, PyTorch, LangChain, GCP",Mid,Internship,"South Kaitlyn, MD",52748-92984,2024-10-21,Mid,"BigQuery, MLflow, Scikit-learn"
1804,"Warren, Kirby and Thomas",Tech,ML Engineer,"R, LangChain, Hugging Face",Entry,Remote,"Dennisstad, GW",96779-134713,2024-08-22,Mid,LangChain
1805,Berry LLC,Automotive,AI Product Manager,"MLflow, Excel, Scikit-learn, Reinforcement Learning, Python",Mid,Remote,"Mahoneyshire, CO",104125-191894,2024-07-17,Startup,PyTorch
1806,"Walker, Brown and Monroe",E-commerce,Data Scientist,"GCP, AWS, Pandas, Flask, Python",Senior,Contract,"Jadefort, BY",69252-109380,2023-11-28,Mid,"FastAPI, KDB+, MLflow"
1807,Armstrong-Clark,Education,Quant Researcher,"NumPy, C++, SQL",Entry,Full-time,"Reidfurt, MM",111030-208765,2024-05-21,Mid,BigQuery
1808,Hall-Gill,Education,AI Product Manager,"NumPy, C++, MLflow",Senior,Remote,"Scottberg, KG",41699-59726,2025-01-12,Startup,PyTorch
1809,"Riley, Rasmussen and Baker",E-commerce,Data Scientist,"Python, Excel, Hugging Face, CUDA, Flask",Entry,Contract,"Atkinsstad, AF",106640-124170,2024-08-14,Large,MLflow
1810,Martinez and Sons,Automotive,Computer Vision Engineer,"Scikit-learn, C++, Power BI",Entry,Contract,"Kennethshire, HR",100995-196234,2025-06-02,Large,MLflow
1811,Hernandez Inc,Retail,Data Analyst,"Excel, Flask, C++, Scikit-learn",Mid,Remote,"Rileyside, IS",45889-122997,2024-03-20,Startup,LangChain
1812,Moore-Ramirez,Finance,Data Analyst,"NumPy, MLflow, PyTorch, Power BI, Scikit-learn, C++",Entry,Remote,"Kimberlyfort, DO",143526-170125,2024-03-29,Large,"MLflow, LangChain"
1813,Duran-Rangel,Retail,NLP Engineer,"Reinforcement Learning, MLflow, SQL, NumPy",Mid,Full-time,"North Lindsey, CA",50742-114775,2025-05-07,Large,TensorFlow
1814,"Black, Rodriguez and Hicks",Education,NLP Engineer,"CUDA, Keras, Hugging Face, Reinforcement Learning",Senior,Internship,"Jerrychester, GE",92504-103546,2024-04-27,Mid,MLflow
1815,Wilson PLC,Tech,NLP Engineer,"Power BI, LangChain, AWS, Hugging Face, Flask",Senior,Full-time,"Allenfurt, RO",140645-172949,2023-12-20,Mid,"KDB+, LangChain, MLflow"
1816,"Hines, Castillo and Patterson",Tech,Computer Vision Engineer,"CUDA, C++, Power BI, FastAPI",Senior,Full-time,"Andrewhaven, HR",67314-88216,2023-10-04,Mid,"FastAPI, KDB+"
1817,Mitchell-Rivera,Education,Data Scientist,"Power BI, Reinforcement Learning, R, TensorFlow, GCP, Python",Mid,Internship,"Collinsside, UZ",116027-190410,2025-02-19,Startup,"MLflow, KDB+, PyTorch"
1818,"Williams, Mcdonald and Martin",Education,ML Engineer,"TensorFlow, Hugging Face, LangChain",Mid,Internship,"Lake Melindabury, ER",55995-137734,2025-03-18,Large,"PyTorch, LangChain, TensorFlow"
1819,Lee PLC,Finance,ML Engineer,"Scikit-learn, MLflow, FastAPI",Entry,Contract,"Cliffordview, IS",79142-150174,2025-09-01,Startup,"FastAPI, KDB+, Scikit-learn"
1820,Wright Inc,E-commerce,Data Analyst,"Power BI, CUDA, Pandas",Entry,Internship,"Port Carrie, ME",49729-93113,2024-01-27,Mid,"LangChain, BigQuery, TensorFlow"
1821,Townsend Inc,Education,ML Engineer,"Reinforcement Learning, PyTorch, Scikit-learn",Mid,Remote,"Cooperstad, CO",133127-147369,2024-08-21,Large,"FastAPI, LangChain, MLflow"
1822,Valentine-Hodge,Healthcare,AI Researcher,"AWS, Scikit-learn, Keras, PyTorch, LangChain",Entry,Contract,"Jasonborough, CG",64534-127901,2025-04-08,Large,"KDB+, FastAPI"
1823,Scott-Jackson,Healthcare,Data Analyst,"Scikit-learn, PyTorch, CUDA",Mid,Full-time,"East Tyler, KP",100195-144148,2023-12-25,Startup,"KDB+, TensorFlow, LangChain"
1824,Austin Group,Finance,Data Analyst,"Flask, FastAPI, CUDA, AWS",Entry,Full-time,"Caseychester, SA",65884-114586,2023-09-22,Startup,LangChain
1825,Garza-Gilbert,Education,Data Scientist,"R, PyTorch, SQL, NumPy, CUDA",Mid,Contract,"Robertbury, HR",110008-207656,2023-11-24,Large,KDB+
1826,Nichols-Cook,Retail,AI Product Manager,"Pandas, Power BI, SQL, Reinforcement Learning, LangChain",Entry,Internship,"Stevenshire, UG",141080-176268,2024-09-10,Startup,"MLflow, LangChain, KDB+"
1827,Thompson-Powell,Healthcare,NLP Engineer,"Azure, AWS, Keras, Flask, SQL",Mid,Full-time,"Katherinebury, PH",98451-116247,2024-08-27,Mid,MLflow
1828,Sawyer-Cooper,E-commerce,AI Product Manager,"R, C++, Keras, Hugging Face",Entry,Remote,"Lake Daisyfurt, MC",92936-189944,2024-03-07,Startup,"Scikit-learn, FastAPI"
1829,"Ray, Torres and Cortez",Automotive,AI Product Manager,"CUDA, Azure, Power BI, LangChain",Senior,Internship,"Silvastad, LI",95352-123255,2025-08-19,Mid,PyTorch
1830,Stokes-Cameron,E-commerce,Quant Researcher,"GCP, CUDA, PyTorch, FastAPI, TensorFlow, Excel",Mid,Contract,"Perrymouth, BG",58077-99999,2025-04-01,Startup,KDB+
1831,Hudson-Robertson,Finance,Data Analyst,"GCP, Pandas, R",Mid,Remote,"Port Kristin, LB",124312-151418,2024-07-21,Large,KDB+
1832,Carter-Jimenez,Healthcare,NLP Engineer,"Power BI, Pandas, Flask",Senior,Remote,"South Jenniferton, KG",93786-129779,2024-07-19,Large,"Scikit-learn, KDB+, FastAPI"
1833,Freeman-Reyes,Tech,Computer Vision Engineer,"TensorFlow, Hugging Face, Pandas, Flask, Reinforcement Learning, Keras",Mid,Internship,"Janetmouth, VE",110572-124509,2024-01-14,Large,FastAPI
1834,"Hicks, Webb and Krueger",Finance,Data Analyst,"Power BI, NumPy, R, FastAPI, Keras",Entry,Full-time,"Jessicaborough, CA",51641-93894,2024-11-30,Large,"TensorFlow, LangChain"
1835,"Cannon, Martin and Watson",Tech,NLP Engineer,"AWS, Excel, Keras, Hugging Face, Azure, Reinforcement Learning",Senior,Full-time,"South Debra, AD",51700-88420,2024-03-08,Large,"BigQuery, PyTorch"
1836,Blevins PLC,Automotive,ML Engineer,"Python, Hugging Face, Keras, LangChain",Entry,Internship,"Jeremyland, AU",116899-150888,2023-12-03,Startup,KDB+
1837,"Butler, Brown and Thomas",Automotive,Data Analyst,"Excel, Hugging Face, GCP",Mid,Remote,"Evelynhaven, CN",81196-159549,2025-08-08,Large,"Scikit-learn, BigQuery, PyTorch"
1838,Ellis Inc,Healthcare,Quant Researcher,"NumPy, Reinforcement Learning, Python, Hugging Face, PyTorch, GCP",Entry,Internship,"Susantown, GB",59030-80182,2024-06-08,Large,TensorFlow
1839,Lindsey Ltd,Education,Quant Researcher,"NumPy, Python, MLflow, Flask, GCP",Entry,Contract,"New Shaun, BJ",64001-154291,2024-07-30,Mid,"FastAPI, PyTorch"
1840,Wu Ltd,Healthcare,Quant Researcher,"Excel, Keras, GCP, Scikit-learn, Hugging Face, Pandas",Mid,Full-time,"East Christinachester, BO",107796-134517,2024-03-24,Startup,"KDB+, LangChain, TensorFlow"
1841,Ruiz-Payne,Tech,Data Scientist,"PyTorch, Hugging Face, Excel",Entry,Remote,"East Christopherberg, BJ",71884-105313,2024-08-01,Large,MLflow
